S.no,vegetableName,price,imageProperties_vegetableHeight,imageProperties_vegetableWidth,imageProperties_vegetableTop,units,id,shopingMallPrice,retailPrice,table_imageUrl,table_imageSize,table_heightRatio,date
18071,French Beans,32,64,97,2615,1kg,frenchBeans,38 - 53,37 - 41,resource/images/vegetables/frenchBeans-64.png,1,0.67,12/26/2022
18072,Garlic,30,68,64,2679,1kg,garlic,36 - 50,35 - 38,resource/images/vegetables/garlic-64.png,1,1.04,12/26/2022
18073,Ginger,40,64,71,549,1kg,ginger,48 - 66,46 - 51,resource/images/vegetables/ginger-64.png,1,0.92,12/26/2022
18074,Onion Green,39,64,104,2815,1kg,onionGreen,47 - 64,45 - 50,resource/images/vegetables/onionGreen-64.png,1,0.62,12/26/2022
18075,Green Peas,83,64,84,2943,1kg,greenPeas,100 - 137,95 - 105,resource/images/vegetables/greenPeas-64.png,1,0.77,12/26/2022
18076,Ivy Gourd,22,64,96,3007,1kg,ivyGourd,26 - 36,25 - 28,resource/images/vegetables/ivyGourd-64.png,1,0.66,12/26/2022
18077,Lemon (Lime),50,64,72,3071,1kg,lemon,60 - 83,58 - 64,resource/images/vegetables/lemon-64.png,1,0.88,12/26/2022
18078,Mango Raw,107,64,73,3210,1kg,mangoRaw,128 - 177,123 - 136,resource/images/vegetables/mangoRaw-64.png,1,0.87,12/26/2022
18079,Mint Leaves,6,64,101,3274,1kg,mintLeaves,10-Jul,8-Jul,resource/images/vegetables/mintLeaves-64.png,1,0.72,12/26/2022
18080,Mushroom,93,83,64,3338,1kg,mushroom,112 - 153,107 - 118,resource/images/vegetables/mushroom-64.png,0.8,1.29,12/26/2022
18081,Mustard Leaves,16,88,64,3421,1kg,mustardLeaves,19 - 26,18 - 20,resource/images/vegetables/mustardLeaves-64.png,0.8,1.35,12/26/2022
18082,Ladies Finger,28,92,64,3509,1kg,ladiesFinger,34 - 46,32 - 36,resource/images/vegetables/ladiesFinger-64.png,0.8,1.43,12/26/2022
18083,Pumpkin,27,64,65,3601,1kg,pumpkin,32 - 45,31 - 34,resource/images/vegetables/pumpkin-64.png,1,0.98,12/26/2022
18084,Radish,23,88,64,3665,1kg,radish,28 - 38,26 - 29,resource/images/vegetables/radish-64.png,0.9,1.37,12/26/2022
18085,Ridge Gourd,26,64,138,3753,1kg,ridgeGourd,31 - 43,30 - 33,resource/images/vegetables/ridgeGourd-64.png,1.2,0.47,12/26/2022
18086,Shallot (Pearl Onion),36,68,64,3817,1kg,shallot,43 - 59,41 - 46,resource/images/vegetables/shallot-64.png,1,1.06,12/26/2022
18087,Snake Gourd,27,64,139,3885,1kg,snakeGourd,32 - 45,31 - 34,resource/images/vegetables/snakeGourd-64.png,1.2,0.46,12/26/2022
18088,Sorrel Leaves,14,64,79,3949,1kg,sorrelLeaves,17 - 23,16 - 18,resource/images/vegetables/sorrelLeaves-64.png,1,0.82,12/26/2022
18089,Spinach,14,69,64,4013,1kg,spinach,17 - 23,16 - 18,resource/images/vegetables/spinach-64.png,1,1.07,12/26/2022
18090,Sweet Potato,36,64,103,4082,1kg,sweetPotato,43 - 59,41 - 46,resource/images/vegetables/sweetPotato-64.png,1,0.62,12/26/2022
18091,Onion Big,27,64,64,0,1kg,onionBig,32 - 45,31 - 34,resource/images/vegetables/onionBig-64.png,1,1,12/27/2022
18092,Onion Small,38,60,64,64,1kg,onionSmall,46 - 63,44 - 48,resource/images/vegetables/onionSmall-64.png,1,0.94,12/27/2022
18093,Tomato,17,50,64,124,1kg,tomato,20 - 28,20 - 22,resource/images/vegetables/tomato-64.png,1.2,0.77,12/27/2022
18094,Green Chilli,33,69,64,174,1kg,greenChili,40 - 54,38 - 42,resource/images/vegetables/greenChili-64.png,1,1.08,12/27/2022
18095,Beetroot,39,93,64,243,1kg,beetroot,47 - 64,45 - 50,resource/images/vegetables/beetroot-64.png,0.8,1.43,12/27/2022
18096,Potato,27,64,90,400,1kg,potato,32 - 45,31 - 34,resource/images/vegetables/potato-64.png,1,0.72,12/27/2022
18097,Raw Banana (Plantain),9,64,97,336,1kg,plantain,15-Nov,11-Oct,resource/images/vegetables/plantain-64.png,1.2,0.66,12/27/2022
18098,Amaranth Leaves,10,64,78,613,1kg,amaranthLeaves,17-Dec,13-Dec,resource/images/vegetables/amaranthLeaves-64.png,1,0.82,12/27/2022
18099,Amla,60,64,88,677,1kg,amla,72 - 99,69 - 76,resource/images/vegetables/amla-64.png,1.2,0.72,12/27/2022
18100,Ash gourd,24,64,109,741,1kg,ashGourd,29 - 40,28 - 30,resource/images/vegetables/ashGourd-64.png,1,0.59,12/27/2022
18101,Baby Corn,69,64,100,805,1kg,babyCorn,83 - 114,79 - 88,resource/images/vegetables/babyCorn-64.png,1,0.64,12/27/2022
18102,Banana Flower,12,64,107,869,1kg,bananaFlower,14 - 20,14 - 15,resource/images/vegetables/bananaFlower-64.png,1.2,0.61,12/27/2022
18103,Capsicum,43,81,64,933,1kg,capsicum,52 - 71,49 - 55,resource/images/vegetables/capsicum-64.png,0.8,1.26,12/27/2022
18104,Bitter Gourd,26,64,87,1101,1kg,bitterGourd,31 - 43,30 - 33,resource/images/vegetables/bitterGourd-64.png,1.2,0.75,12/27/2022
18105,Bottle Gourd,27,64,64,1165,1kg,bottleGourd,32 - 45,31 - 34,resource/images/vegetables/bottleGourd-64.png,1.2,1,12/27/2022
18106,Butter Beans,67,64,82,1229,1kg,butterBeans,80 - 111,77 - 85,resource/images/vegetables/butterBeans-64.png,1.1,0.8,12/27/2022
18107,Broad Beans,35,64,96,1293,1kg,broadBeans,42 - 58,40 - 44,resource/images/vegetables/broadBeans-64.png,1.2,0.66,12/27/2022
18108,Cabbage,30,64,70,1357,1kg,cabbage,36 - 50,35 - 38,resource/images/vegetables/cabbage-64.png,1,0.92,12/27/2022
18109,Carrot,31,85,64,464,1kg,carrot,37 - 51,36 - 39,resource/images/vegetables/carrot-64.png,1,1.28,12/27/2022
18110,Cauliflower,27,64,71,1421,1kg,cauliflower,32 - 45,31 - 34,resource/images/vegetables/cauliflower-64.png,1,0.92,12/27/2022
18111,Cluster beans,42,64,85,1485,1kg,clusterBeans,50 - 69,48 - 53,resource/images/vegetables/clusterBeans-64.png,1,0.77,12/27/2022
18112,Coconut,31,64,77,1549,1kg,coconut,37 - 51,36 - 39,resource/images/vegetables/coconut-64.png,1,0.85,12/27/2022
18113,Colocasia Leaves,10,64,79,1613,1kg,colocasiaLeaves,17-Dec,13-Dec,resource/images/vegetables/colocasiaLeaves-64.png,1,0.85,12/27/2022
18114,Colocasia,25,64,96,1677,1kg,colocasia,30 - 41,29 - 32,resource/images/vegetables/colocasia-64.png,1,0.66,12/27/2022
18115,Coriander Leaves,6,64,56,1741,1kg,corianderLeaves,10-Jul,8-Jul,resource/images/vegetables/corianderLeaves-64.png,1,1.12,12/27/2022
18116,Corn,28,111,64,1805,1kg,corn,34 - 46,32 - 36,resource/images/vegetables/corn-64.png,0.8,1.7,12/27/2022
18117,Cucumber,25,64,92,1916,1kg,cucumber,30 - 41,29 - 32,resource/images/vegetables/cucumber-64.png,1,0.7,12/27/2022
18118,Curry Leaves,30,81,64,1980,1kg,curryLeaves,36 - 50,35 - 38,resource/images/vegetables/curryLeaves-64.png,1,1.26,12/27/2022
18119,Dill Leaves,12,77,64,2061,1kg,dillLeaves,14 - 20,14 - 15,resource/images/vegetables/dillLeaves-64.png,1,1.16,12/27/2022
18120,Drumsticks,70,64,87,2138,1kg,drumsticks,84 - 116,81 - 89,resource/images/vegetables/drumsticks-64.png,1,0.74,12/27/2022
18121,Brinjal,25,86,64,2202,1kg,brinjal,30 - 41,29 - 32,resource/images/vegetables/brinjal-64.png,1,1.31,12/27/2022
18122,Brinjal (Big),24,71,64,2288,1kg,brinjalBig,29 - 40,28 - 30,resource/images/vegetables/brinjalBig-64.png,1,1.13,12/27/2022
18123,Elephant Yam,27,64,86,2423,1kg,elephantYam,32 - 45,31 - 34,resource/images/vegetables/elephantYam-64.png,1,0.75,12/27/2022
18124,Fenugreek Leaves,9,64,91,2551,1kg,fenugreekLeaves,15-Nov,11-Oct,resource/images/vegetables/fenugreekLeaves-64.png,1,0.71,12/27/2022
18125,French Beans,27,64,97,2615,1kg,frenchBeans,32 - 45,31 - 34,resource/images/vegetables/frenchBeans-64.png,1,0.67,12/27/2022
18126,Garlic,40,68,64,2679,1kg,garlic,48 - 66,46 - 51,resource/images/vegetables/garlic-64.png,1,1.04,12/27/2022
18127,Ginger,43,64,71,549,1kg,ginger,52 - 71,49 - 55,resource/images/vegetables/ginger-64.png,1,0.92,12/27/2022
18128,Onion Green,42,64,104,2815,1kg,onionGreen,50 - 69,48 - 53,resource/images/vegetables/onionGreen-64.png,1,0.62,12/27/2022
18129,Green Peas,85,64,84,2943,1kg,greenPeas,102 - 140,98 - 108,resource/images/vegetables/greenPeas-64.png,1,0.77,12/27/2022
18130,Ivy Gourd,24,64,96,3007,1kg,ivyGourd,29 - 40,28 - 30,resource/images/vegetables/ivyGourd-64.png,1,0.66,12/27/2022
18131,Lemon (Lime),56,64,72,3071,1kg,lemon,67 - 92,64 - 71,resource/images/vegetables/lemon-64.png,1,0.88,12/27/2022
18132,Mango Raw,87,64,73,3210,1kg,mangoRaw,104 - 144,100 - 110,resource/images/vegetables/mangoRaw-64.png,1,0.87,12/27/2022
18133,Mint Leaves,6,64,101,3274,1kg,mintLeaves,10-Jul,8-Jul,resource/images/vegetables/mintLeaves-64.png,1,0.72,12/27/2022
18134,Mushroom,83,83,64,3338,1kg,mushroom,100 - 137,95 - 105,resource/images/vegetables/mushroom-64.png,0.8,1.29,12/27/2022
18135,Mustard Leaves,18,88,64,3421,1kg,mustardLeaves,22 - 30,21 - 23,resource/images/vegetables/mustardLeaves-64.png,0.8,1.35,12/27/2022
18136,Ladies Finger,28,92,64,3509,1kg,ladiesFinger,34 - 46,32 - 36,resource/images/vegetables/ladiesFinger-64.png,0.8,1.43,12/27/2022
18137,Pumpkin,28,64,65,3601,1kg,pumpkin,34 - 46,32 - 36,resource/images/vegetables/pumpkin-64.png,1,0.98,12/27/2022
18138,Radish,22,88,64,3665,1kg,radish,26 - 36,25 - 28,resource/images/vegetables/radish-64.png,0.9,1.37,12/27/2022
18139,Ridge Gourd,25,64,138,3753,1kg,ridgeGourd,30 - 41,29 - 32,resource/images/vegetables/ridgeGourd-64.png,1.2,0.47,12/27/2022
18140,Shallot (Pearl Onion),36,68,64,3817,1kg,shallot,43 - 59,41 - 46,resource/images/vegetables/shallot-64.png,1,1.06,12/27/2022
18141,Snake Gourd,28,64,139,3885,1kg,snakeGourd,34 - 46,32 - 36,resource/images/vegetables/snakeGourd-64.png,1.2,0.46,12/27/2022
18142,Sorrel Leaves,13,64,79,3949,1kg,sorrelLeaves,16 - 21,15 - 17,resource/images/vegetables/sorrelLeaves-64.png,1,0.82,12/27/2022
18143,Spinach,15,69,64,4013,1kg,spinach,18 - 25,17 - 19,resource/images/vegetables/spinach-64.png,1,1.07,12/27/2022
18144,Sweet Potato,37,64,103,4082,1kg,sweetPotato,44 - 61,43 - 47,resource/images/vegetables/sweetPotato-64.png,1,0.62,12/27/2022
18145,Onion Big,27,64,64,0,1kg,onionBig,32 - 45,31 - 34,resource/images/vegetables/onionBig-64.png,1,1,12/28/2022
18146,Onion Small,38,60,64,64,1kg,onionSmall,46 - 63,44 - 48,resource/images/vegetables/onionSmall-64.png,1,0.94,12/28/2022
18147,Tomato,17,50,64,124,1kg,tomato,20 - 28,20 - 22,resource/images/vegetables/tomato-64.png,1.2,0.77,12/28/2022
18148,Green Chilli,33,69,64,174,1kg,greenChili,40 - 54,38 - 42,resource/images/vegetables/greenChili-64.png,1,1.08,12/28/2022
18149,Beetroot,39,93,64,243,1kg,beetroot,47 - 64,45 - 50,resource/images/vegetables/beetroot-64.png,0.8,1.43,12/28/2022
18150,Potato,27,64,90,400,1kg,potato,32 - 45,31 - 34,resource/images/vegetables/potato-64.png,1,0.72,12/28/2022
18151,Raw Banana (Plantain),9,64,97,336,1kg,plantain,15-Nov,11-Oct,resource/images/vegetables/plantain-64.png,1.2,0.66,12/28/2022
18152,Amaranth Leaves,10,64,78,613,1kg,amaranthLeaves,17-Dec,13-Dec,resource/images/vegetables/amaranthLeaves-64.png,1,0.82,12/28/2022
18153,Amla,60,64,88,677,1kg,amla,72 - 99,69 - 76,resource/images/vegetables/amla-64.png,1.2,0.72,12/28/2022
18154,Ash gourd,24,64,109,741,1kg,ashGourd,29 - 40,28 - 30,resource/images/vegetables/ashGourd-64.png,1,0.59,12/28/2022
18155,Baby Corn,69,64,100,805,1kg,babyCorn,83 - 114,79 - 88,resource/images/vegetables/babyCorn-64.png,1,0.64,12/28/2022
18156,Banana Flower,12,64,107,869,1kg,bananaFlower,14 - 20,14 - 15,resource/images/vegetables/bananaFlower-64.png,1.2,0.61,12/28/2022
18157,Capsicum,43,81,64,933,1kg,capsicum,52 - 71,49 - 55,resource/images/vegetables/capsicum-64.png,0.8,1.26,12/28/2022
18158,Bitter Gourd,26,64,87,1101,1kg,bitterGourd,31 - 43,30 - 33,resource/images/vegetables/bitterGourd-64.png,1.2,0.75,12/28/2022
18159,Bottle Gourd,27,64,64,1165,1kg,bottleGourd,32 - 45,31 - 34,resource/images/vegetables/bottleGourd-64.png,1.2,1,12/28/2022
18160,Butter Beans,67,64,82,1229,1kg,butterBeans,80 - 111,77 - 85,resource/images/vegetables/butterBeans-64.png,1.1,0.8,12/28/2022
18161,Broad Beans,35,64,96,1293,1kg,broadBeans,42 - 58,40 - 44,resource/images/vegetables/broadBeans-64.png,1.2,0.66,12/28/2022
18162,Cabbage,30,64,70,1357,1kg,cabbage,36 - 50,35 - 38,resource/images/vegetables/cabbage-64.png,1,0.92,12/28/2022
18163,Carrot,31,85,64,464,1kg,carrot,37 - 51,36 - 39,resource/images/vegetables/carrot-64.png,1,1.28,12/28/2022
18164,Cauliflower,27,64,71,1421,1kg,cauliflower,32 - 45,31 - 34,resource/images/vegetables/cauliflower-64.png,1,0.92,12/28/2022
18165,Cluster beans,42,64,85,1485,1kg,clusterBeans,50 - 69,48 - 53,resource/images/vegetables/clusterBeans-64.png,1,0.77,12/28/2022
18166,Coconut,31,64,77,1549,1kg,coconut,37 - 51,36 - 39,resource/images/vegetables/coconut-64.png,1,0.85,12/28/2022
18167,Colocasia Leaves,10,64,79,1613,1kg,colocasiaLeaves,17-Dec,13-Dec,resource/images/vegetables/colocasiaLeaves-64.png,1,0.85,12/28/2022
18168,Colocasia,25,64,96,1677,1kg,colocasia,30 - 41,29 - 32,resource/images/vegetables/colocasia-64.png,1,0.66,12/28/2022
18169,Coriander Leaves,6,64,56,1741,1kg,corianderLeaves,10-Jul,8-Jul,resource/images/vegetables/corianderLeaves-64.png,1,1.12,12/28/2022
18170,Corn,28,111,64,1805,1kg,corn,34 - 46,32 - 36,resource/images/vegetables/corn-64.png,0.8,1.7,12/28/2022
18171,Cucumber,25,64,92,1916,1kg,cucumber,30 - 41,29 - 32,resource/images/vegetables/cucumber-64.png,1,0.7,12/28/2022
18172,Curry Leaves,30,81,64,1980,1kg,curryLeaves,36 - 50,35 - 38,resource/images/vegetables/curryLeaves-64.png,1,1.26,12/28/2022
18173,Dill Leaves,12,77,64,2061,1kg,dillLeaves,14 - 20,14 - 15,resource/images/vegetables/dillLeaves-64.png,1,1.16,12/28/2022
18174,Drumsticks,70,64,87,2138,1kg,drumsticks,84 - 116,81 - 89,resource/images/vegetables/drumsticks-64.png,1,0.74,12/28/2022
18175,Brinjal,25,86,64,2202,1kg,brinjal,30 - 41,29 - 32,resource/images/vegetables/brinjal-64.png,1,1.31,12/28/2022
18176,Brinjal (Big),24,71,64,2288,1kg,brinjalBig,29 - 40,28 - 30,resource/images/vegetables/brinjalBig-64.png,1,1.13,12/28/2022
18177,Elephant Yam,27,64,86,2423,1kg,elephantYam,32 - 45,31 - 34,resource/images/vegetables/elephantYam-64.png,1,0.75,12/28/2022
18178,Fenugreek Leaves,9,64,91,2551,1kg,fenugreekLeaves,15-Nov,11-Oct,resource/images/vegetables/fenugreekLeaves-64.png,1,0.71,12/28/2022
18179,French Beans,27,64,97,2615,1kg,frenchBeans,32 - 45,31 - 34,resource/images/vegetables/frenchBeans-64.png,1,0.67,12/28/2022
18180,Garlic,40,68,64,2679,1kg,garlic,48 - 66,46 - 51,resource/images/vegetables/garlic-64.png,1,1.04,12/28/2022
18181,Ginger,43,64,71,549,1kg,ginger,52 - 71,49 - 55,resource/images/vegetables/ginger-64.png,1,0.92,12/28/2022
18182,Onion Green,42,64,104,2815,1kg,onionGreen,50 - 69,48 - 53,resource/images/vegetables/onionGreen-64.png,1,0.62,12/28/2022
18183,Green Peas,85,64,84,2943,1kg,greenPeas,102 - 140,98 - 108,resource/images/vegetables/greenPeas-64.png,1,0.77,12/28/2022
18184,Ivy Gourd,24,64,96,3007,1kg,ivyGourd,29 - 40,28 - 30,resource/images/vegetables/ivyGourd-64.png,1,0.66,12/28/2022
18185,Lemon (Lime),56,64,72,3071,1kg,lemon,67 - 92,64 - 71,resource/images/vegetables/lemon-64.png,1,0.88,12/28/2022
18186,Mango Raw,87,64,73,3210,1kg,mangoRaw,104 - 144,100 - 110,resource/images/vegetables/mangoRaw-64.png,1,0.87,12/28/2022
18187,Mint Leaves,6,64,101,3274,1kg,mintLeaves,10-Jul,8-Jul,resource/images/vegetables/mintLeaves-64.png,1,0.72,12/28/2022
18188,Mushroom,83,83,64,3338,1kg,mushroom,100 - 137,95 - 105,resource/images/vegetables/mushroom-64.png,0.8,1.29,12/28/2022
18189,Mustard Leaves,18,88,64,3421,1kg,mustardLeaves,22 - 30,21 - 23,resource/images/vegetables/mustardLeaves-64.png,0.8,1.35,12/28/2022
18190,Ladies Finger,28,92,64,3509,1kg,ladiesFinger,34 - 46,32 - 36,resource/images/vegetables/ladiesFinger-64.png,0.8,1.43,12/28/2022
18191,Pumpkin,28,64,65,3601,1kg,pumpkin,34 - 46,32 - 36,resource/images/vegetables/pumpkin-64.png,1,0.98,12/28/2022
18192,Radish,22,88,64,3665,1kg,radish,26 - 36,25 - 28,resource/images/vegetables/radish-64.png,0.9,1.37,12/28/2022
18193,Ridge Gourd,25,64,138,3753,1kg,ridgeGourd,30 - 41,29 - 32,resource/images/vegetables/ridgeGourd-64.png,1.2,0.47,12/28/2022
18194,Shallot (Pearl Onion),36,68,64,3817,1kg,shallot,43 - 59,41 - 46,resource/images/vegetables/shallot-64.png,1,1.06,12/28/2022
18195,Snake Gourd,28,64,139,3885,1kg,snakeGourd,34 - 46,32 - 36,resource/images/vegetables/snakeGourd-64.png,1.2,0.46,12/28/2022
18196,Sorrel Leaves,13,64,79,3949,1kg,sorrelLeaves,16 - 21,15 - 17,resource/images/vegetables/sorrelLeaves-64.png,1,0.82,12/28/2022
18197,Spinach,15,69,64,4013,1kg,spinach,18 - 25,17 - 19,resource/images/vegetables/spinach-64.png,1,1.07,12/28/2022
18198,Sweet Potato,37,64,103,4082,1kg,sweetPotato,44 - 61,43 - 47,resource/images/vegetables/sweetPotato-64.png,1,0.62,12/28/2022
18199,Onion Big,30,64,64,0,1kg,onionBig,36 - 50,35 - 38,resource/images/vegetables/onionBig-64.png,1,1,12/29/2022
18200,Onion Small,39,60,64,64,1kg,onionSmall,47 - 64,45 - 50,resource/images/vegetables/onionSmall-64.png,1,0.94,12/29/2022
18201,Tomato,16,50,64,124,1kg,tomato,19 - 26,18 - 20,resource/images/vegetables/tomato-64.png,1.2,0.77,12/29/2022
18202,Green Chilli,32,69,64,174,1kg,greenChili,38 - 53,37 - 41,resource/images/vegetables/greenChili-64.png,1,1.08,12/29/2022
18203,Beetroot,37,93,64,243,1kg,beetroot,44 - 61,43 - 47,resource/images/vegetables/beetroot-64.png,0.8,1.43,12/29/2022
18204,Potato,32,64,90,400,1kg,potato,38 - 53,37 - 41,resource/images/vegetables/potato-64.png,1,0.72,12/29/2022
18205,Raw Banana (Plantain),9,64,97,336,1kg,plantain,15-Nov,11-Oct,resource/images/vegetables/plantain-64.png,1.2,0.66,12/29/2022
18206,Amaranth Leaves,12,64,78,613,1kg,amaranthLeaves,14 - 20,14 - 15,resource/images/vegetables/amaranthLeaves-64.png,1,0.82,12/29/2022
18207,Amla,70,64,88,677,1kg,amla,84 - 116,81 - 89,resource/images/vegetables/amla-64.png,1.2,0.72,12/29/2022
18208,Ash gourd,27,64,109,741,1kg,ashGourd,32 - 45,31 - 34,resource/images/vegetables/ashGourd-64.png,1,0.59,12/29/2022
18209,Baby Corn,63,64,100,805,1kg,babyCorn,76 - 104,72 - 80,resource/images/vegetables/babyCorn-64.png,1,0.64,12/29/2022
18210,Banana Flower,14,64,107,869,1kg,bananaFlower,17 - 23,16 - 18,resource/images/vegetables/bananaFlower-64.png,1.2,0.61,12/29/2022
18211,Capsicum,44,81,64,933,1kg,capsicum,53 - 73,51 - 56,resource/images/vegetables/capsicum-64.png,0.8,1.26,12/29/2022
18212,Bitter Gourd,34,64,87,1101,1kg,bitterGourd,41 - 56,39 - 43,resource/images/vegetables/bitterGourd-64.png,1.2,0.75,12/29/2022
18213,Bottle Gourd,30,64,64,1165,1kg,bottleGourd,36 - 50,35 - 38,resource/images/vegetables/bottleGourd-64.png,1.2,1,12/29/2022
18214,Butter Beans,75,64,82,1229,1kg,butterBeans,90 - 124,86 - 95,resource/images/vegetables/butterBeans-64.png,1.1,0.8,12/29/2022
18215,Broad Beans,36,64,96,1293,1kg,broadBeans,43 - 59,41 - 46,resource/images/vegetables/broadBeans-64.png,1.2,0.66,12/29/2022
18216,Cabbage,24,64,70,1357,1kg,cabbage,29 - 40,28 - 30,resource/images/vegetables/cabbage-64.png,1,0.92,12/29/2022
18217,Carrot,36,85,64,464,1kg,carrot,43 - 59,41 - 46,resource/images/vegetables/carrot-64.png,1,1.28,12/29/2022
18218,Cauliflower,28,64,71,1421,1kg,cauliflower,34 - 46,32 - 36,resource/images/vegetables/cauliflower-64.png,1,0.92,12/29/2022
18219,Cluster beans,43,64,85,1485,1kg,clusterBeans,52 - 71,49 - 55,resource/images/vegetables/clusterBeans-64.png,1,0.77,12/29/2022
18220,Coconut,28,64,77,1549,1kg,coconut,34 - 46,32 - 36,resource/images/vegetables/coconut-64.png,1,0.85,12/29/2022
18221,Colocasia Leaves,10,64,79,1613,1kg,colocasiaLeaves,17-Dec,13-Dec,resource/images/vegetables/colocasiaLeaves-64.png,1,0.85,12/29/2022
18222,Colocasia,26,64,96,1677,1kg,colocasia,31 - 43,30 - 33,resource/images/vegetables/colocasia-64.png,1,0.66,12/29/2022
18223,Coriander Leaves,6,64,56,1741,1kg,corianderLeaves,10-Jul,8-Jul,resource/images/vegetables/corianderLeaves-64.png,1,1.12,12/29/2022
18224,Corn,30,111,64,1805,1kg,corn,36 - 50,35 - 38,resource/images/vegetables/corn-64.png,0.8,1.7,12/29/2022
18225,Cucumber,25,64,92,1916,1kg,cucumber,30 - 41,29 - 32,resource/images/vegetables/cucumber-64.png,1,0.7,12/29/2022
18226,Curry Leaves,28,81,64,1980,1kg,curryLeaves,34 - 46,32 - 36,resource/images/vegetables/curryLeaves-64.png,1,1.26,12/29/2022
18227,Dill Leaves,11,77,64,2061,1kg,dillLeaves,13 - 18,13 - 14,resource/images/vegetables/dillLeaves-64.png,1,1.16,12/29/2022
18228,Drumsticks,80,64,87,2138,1kg,drumsticks,96 - 132,92 - 102,resource/images/vegetables/drumsticks-64.png,1,0.74,12/29/2022
18229,Brinjal,27,86,64,2202,1kg,brinjal,32 - 45,31 - 34,resource/images/vegetables/brinjal-64.png,1,1.31,12/29/2022
18230,Brinjal (Big),26,71,64,2288,1kg,brinjalBig,31 - 43,30 - 33,resource/images/vegetables/brinjalBig-64.png,1,1.13,12/29/2022
18231,Elephant Yam,26,64,86,2423,1kg,elephantYam,31 - 43,30 - 33,resource/images/vegetables/elephantYam-64.png,1,0.75,12/29/2022
18232,Fenugreek Leaves,12,64,91,2551,1kg,fenugreekLeaves,14 - 20,14 - 15,resource/images/vegetables/fenugreekLeaves-64.png,1,0.71,12/29/2022
18233,French Beans,30,64,97,2615,1kg,frenchBeans,36 - 50,35 - 38,resource/images/vegetables/frenchBeans-64.png,1,0.67,12/29/2022
18234,Garlic,40,68,64,2679,1kg,garlic,48 - 66,46 - 51,resource/images/vegetables/garlic-64.png,1,1.04,12/29/2022
18235,Ginger,45,64,71,549,1kg,ginger,54 - 74,52 - 57,resource/images/vegetables/ginger-64.png,1,0.92,12/29/2022
18236,Onion Green,41,64,104,2815,1kg,onionGreen,49 - 68,47 - 52,resource/images/vegetables/onionGreen-64.png,1,0.62,12/29/2022
18237,Green Peas,81,64,84,2943,1kg,greenPeas,97 - 134,93 - 103,resource/images/vegetables/greenPeas-64.png,1,0.77,12/29/2022
18238,Ivy Gourd,22,64,96,3007,1kg,ivyGourd,26 - 36,25 - 28,resource/images/vegetables/ivyGourd-64.png,1,0.66,12/29/2022
18239,Lemon (Lime),56,64,72,3071,1kg,lemon,67 - 92,64 - 71,resource/images/vegetables/lemon-64.png,1,0.88,12/29/2022
18240,Mango Raw,85,64,73,3210,1kg,mangoRaw,102 - 140,98 - 108,resource/images/vegetables/mangoRaw-64.png,1,0.87,12/29/2022
18241,Mint Leaves,4,64,101,3274,1kg,mintLeaves,7-May,5-May,resource/images/vegetables/mintLeaves-64.png,1,0.72,12/29/2022
18242,Mushroom,81,83,64,3338,1kg,mushroom,97 - 134,93 - 103,resource/images/vegetables/mushroom-64.png,0.8,1.29,12/29/2022
18243,Mustard Leaves,18,88,64,3421,1kg,mustardLeaves,22 - 30,21 - 23,resource/images/vegetables/mustardLeaves-64.png,0.8,1.35,12/29/2022
18244,Ladies Finger,29,92,64,3509,1kg,ladiesFinger,35 - 48,33 - 37,resource/images/vegetables/ladiesFinger-64.png,0.8,1.43,12/29/2022
